Geography,Geographic Area Name,Total Population,Total Population MOE,Male,Male MOE,Male Under 5 years,Male Under 5 years MOE,Male 5 to 9 years,Male 5 to 9 years MOE,Male 10 to 14 years,Male 10 to 14 years MOE,Male 15 to 17 years,Male 15 to 17 years MOE,Male 18 and 19 years,Male 18 and 19 years MOE,Male 20 years,Male 20 years MOE,Male 21 years,Male 21 years MOE,Male 22 to 24 years,Male 22 to 24 years MOE,Male 25 to 29 years,Male 25 to 29 years MOE,Male 30 to 34 years,Male 30 to 34 years MOE,Male 35 to 39 years,Male 35 to 39 years MOE,Male 40 to 44 years,Male 40 to 44 years MOE,Male 45 to 49 years,Male 45 to 49 years MOE,Male 50 to 54 years,Male 50 to 54 years MOE,Male 55 to 59 years,Male 55 to 59 years MOE,Male 60 and 61 years,Male 60 and 61 years MOE,Male 62 to 64 years,Male 62 to 64 years MOE,Male 65 and 66 years,Male 65 and 66 years MOE,Male 67 to 69 years,Male 67 to 69 years MOE,Male 70 to 74 years,Male 70 to 74 years MOE,Male 75 to 79 years,Male 75 to 79 years MOE,Male 80 to 84 years,Male 80 to 84 years MOE,Male 85 years and over,Male 85 years and over MOE,Female,Female MOE,Female Under 5 years,Female Under 5 years MOE,Female 5 to 9 years,Female 5 to 9 years MOE,Female 10 to 14 years,Female 10 to 14 years MOE,Female 15 to 17 years,Female 15 to 17 years MOE,Female 18 and 19 years,Female 18 and 19 years MOE,Female 20 years,Female 20 years MOE,Female 21 years,Female 21 years MOE,Female 22 to 24 years,Female 22 to 24 years MOE,Female 25 to 29 years,Female 25 to 29 years MOE,Female 30 to 34 years,Female 30 to 34 years MOE,Female 35 to 39 years,Female 35 to 39 years MOE,Female 40 to 44 years,Female 40 to 44 years MOE,Female 45 to 49 years,Female 45 to 49 years MOE,Female 50 to 54 years,Female 50 to 54 years MOE,Female 55 to 59 years,Female 55 to 59 years MOE,Female 60 and 61 years,Female 60 and 61 years MOE,Female 62 to 64 years,Female 62 to 64 years MOE,Female 65 and 66 years,Female 65 and 66 years MOE,Female 67 to 69 years,Female 67 to 69 years MOE,Female 70 to 74 years,Female 70 to 74 years MOE,Female 75 to 79 years,Female 75 to 79 years MOE,Female 80 to 84 years,Female 80 to 84 years MOE,Female 85 years and over,Female 85 years and over MOE
1500000US010890028032,Block Group 2; Census Tract 28.03; Madison County; Alabama,3017,597,1599,353,200,146,120,105,190,126,50,53,16,27,0,13,20,32,25,39,71,71,135,110,201,85,151,90,147,82,45,45,68,51,39,34,15,23,34,38,18,26,16,26,38,38,0,13,0,13,1418,328,138,112,9,15,177,122,23,38,0,13,0,13,0,13,22,39,119,92,62,64,238,125,46,48,108,77,62,49,114,76,64,55,0,13,46,54,49,47,73,44,18,31,0,13,50,45
1500000US010890028041,Block Group 1; Census Tract 28.04; Madison County; Alabama,606,222,271,104,0,13,0,13,0,13,0,13,0,13,0,13,21,25,0,13,43,52,0,13,0,13,0,13,0,13,0,13,59,46,14,25,57,66,0,13,0,13,44,33,6,12,17,28,10,16,335,157,0,13,0,13,0,13,0,13,0,13,0,13,57,65,19,32,47,63,0,13,0,13,0,13,0,13,114,79,16,27,21,30,14,24,0,13,12,20,19,21,6,12,0,13,10,16
1500000US010890028042,Block Group 2; Census Tract 28.04; Madison County; Alabama,2343,557,1000,251,20,37,25,38,35,45,57,74,17,29,0,13,0,13,31,29,80,57,38,42,62,56,55,50,165,121,104,97,30,33,38,34,39,37,38,28,35,26,36,29,63,50,11,20,21,24,1343,365,0,13,49,44,187,95,127,113,0,13,0,13,72,98,49,43,25,41,45,30,18,33,94,43,185,130,0,13,121,100,45,34,43,38,51,43,52,35,93,55,14,23,14,18,59,79
1500000US010890029111,Block Group 1; Census Tract 29.11; Madison County; Alabama,2123,379,959,173,100,63,41,49,43,54,20,29,8,12,0,13,9,13,0,13,60,63,83,57,65,57,94,56,72,44,31,35,108,56,29,26,53,30,0,13,18,20,23,25,41,35,61,42,0,13,1164,258,104,94,74,57,9,14,31,28,26,32,0,13,0,13,51,55,66,63,49,37,120,69,52,37,86,55,60,67,64,34,74,53,7,11,31,29,96,98,18,20,69,38,39,31,38,29
1500000US010890029112,Block Group 2; Census Tract 29.11; Madison County; Alabama,1195,382,623,260,43,41,99,81,41,57,6,11,9,15,0,13,0,13,16,22,48,54,72,59,137,147,28,30,31,28,4,6,21,23,0,13,18,20,0,13,0,13,40,34,10,16,0,13,0,13,572,168,54,53,13,18,36,51,13,20,0,13,0,13,0,13,0,13,68,67,59,41,65,57,5,10,14,21,0,13,46,31,18,24,23,26,8,13,18,21,38,34,17,19,58,51,19,24
1500000US010890029113,Block Group 3; Census Tract 29.11; Madison County; Alabama,1221,436,551,199,53,63,2,6,35,41,26,33,22,27,40,59,8,12,11,18,23,26,21,24,34,42,0,13,40,23,39,44,23,30,28,35,43,30,42,33,24,26,11,17,13,19,13,20,0,13,670,285,48,64,43,60,19,25,19,30,14,21,0,13,0,13,0,13,111,134,33,39,12,19,30,33,33,32,51,41,68,46,9,15,69,74,7,11,14,21,45,35,13,21,6,10,26,24
1500000US010890029121,Block Group 1; Census Tract 29.12; Madison County; Alabama,1296,290,603,146,27,23,30,25,15,22,16,23,16,19,0,13,0,13,55,78,27,31,70,34,39,31,34,22,22,23,31,24,37,28,15,16,33,19,11,16,0,13,9,11,57,30,35,22,24,22,693,176,19,18,17,17,35,27,61,50,10,16,0,13,0,13,62,90,31,23,38,25,23,17,28,22,6,8,44,29,49,54,36,24,31,21,7,10,27,21,33,22,53,27,56,33,27,17
1500000US010890029122,Block Group 2; Census Tract 29.12; Madison County; Alabama,1017,238,536,136,56,53,0,13,16,17,14,17,33,29,0,13,0,13,51,71,6,9,51,51,27,20,0,13,14,22,40,22,17,13,10,11,26,20,14,21,25,20,55,47,28,22,48,29,5,8,481,128,5,8,16,15,24,25,16,24,3,5,15,23,0,13,0,13,5,8,47,42,4,9,18,16,25,26,16,15,67,43,6,11,37,29,6,9,46,47,51,30,52,28,15,16,7,8
1500000US010890029221,Block Group 1; Census Tract 29.22; Madison County; Alabama,1256,281,592,190,12,19,14,22,40,31,23,25,5,9,0,13,2,7,2,8,43,49,43,42,94,130,15,17,41,48,58,39,37,35,35,33,0,13,12,20,63,79,23,24,24,22,0,13,6,10,664,140,16,19,14,22,42,40,0,13,0,13,0,13,28,42,12,19,84,82,10,14,47,40,31,33,67,63,29,27,88,47,51,35,10,17,0,13,52,49,8,12,35,28,17,20,23,28
1500000US010890029222,Block Group 2; Census Tract 29.22; Madison County; Alabama,1989,297,995,163,7,13,48,34,40,34,40,28,12,18,14,22,0,13,67,55,3,8,100,66,73,40,70,55,60,45,65,54,27,28,30,28,44,24,32,28,132,65,59,42,32,25,15,17,25,36,994,219,81,68,60,38,62,47,45,43,0,13,0,13,50,56,14,24,41,36,72,43,36,28,21,23,54,57,38,28,20,22,41,33,83,41,64,42,123,93,17,20,18,22,43,39,11,17
1500000US010890029223,Block Group 3; Census Tract 29.22; Madison County; Alabama,884,192,516,123,8,13,37,29,91,48,16,23,7,14,0,13,17,18,17,21,0,13,21,23,57,46,20,24,61,39,26,28,40,34,9,13,20,21,0,13,13,21,35,29,0,13,4,9,17,17,368,88,30,32,10,16,33,28,13,18,6,10,0,13,0,13,0,13,14,24,26,25,8,13,59,33,34,31,14,20,15,22,19,15,6,10,12,18,11,13,18,22,23,24,17,17,0,13
1500000US010890029231,Block Group 1; Census Tract 29.23; Madison County; Alabama,1095,365,540,229,31,29,26,30,5,9,0,13,0,13,18,29,0,13,0,13,37,36,12,21,33,32,0,13,20,28,67,75,21,33,70,116,80,75,25,36,35,53,0,13,60,91,0,13,0,13,555,190,8,10,34,32,19,27,76,77,0,13,0,13,0,13,0,13,15,25,59,42,0,13,67,61,7,16,0,13,95,76,0,13,39,42,11,19,64,66,0,13,33,54,11,18,17,28
1500000US010890029232,Block Group 2; Census Tract 29.23; Madison County; Alabama,1052,369,603,227,47,45,32,37,56,49,61,63,12,26,0,13,0,13,28,37,24,30,0,13,20,31,30,33,11,21,15,22,9,19,0,13,19,25,28,39,30,31,44,60,42,43,84,115,11,18,449,161,23,36,11,19,27,49,0,13,0,13,0,13,0,13,0,13,24,26,31,41,17,26,22,27,25,45,56,47,11,18,0,13,46,45,15,20,41,54,42,59,12,18,11,18,35,32
1500000US010890029233,Block Group 3; Census Tract 29.23; Madison County; Alabama,872,277,380,149,0,13,60,51,29,34,37,42,12,17,0,13,0,13,11,19,41,53,51,74,58,45,15,24,13,19,25,40,0,13,0,13,8,15,0,13,11,18,0,13,0,13,9,15,0,13,492,191,0,13,62,44,27,28,0,13,12,19,0,13,0,13,82,88,24,33,0,13,61,50,17,30,0,13,49,47,19,29,0,13,12,19,21,35,0,13,79,85,0,13,27,34,0,13
1500000US010890029241,Block Group 1; Census Tract 29.24; Madison County; Alabama,1338,297,766,219,40,35,0,13,68,53,0,13,14,20,0,13,0,13,17,24,10,21,43,44,28,33,29,27,16,26,19,26,5,12,14,30,80,73,54,68,19,21,88,62,62,65,112,114,48,45,572,141,9,17,0,13,71,48,0,13,0,13,0,13,0,13,16,25,0,13,0,13,62,56,9,17,30,31,20,27,35,36,15,25,35,40,0,13,0,13,0,13,66,66,58,61,146,71
1500000US010890029242,Block Group 2; Census Tract 29.24; Madison County; Alabama,2324,748,951,266,41,35,9,15,35,40,42,44,36,34,17,27,13,21,41,49,38,60,120,82,56,52,58,46,32,37,55,45,226,204,46,43,12,24,23,23,0,13,8,16,15,24,18,28,10,17,1373,541,8,17,55,68,27,35,51,47,118,149,0,13,25,42,78,68,50,78,132,91,26,29,111,142,59,55,204,209,63,40,17,27,56,44,38,38,9,17,70,86,39,37,11,19,126,198
1500000US010890030001,Block Group 1; Census Tract 30; Madison County; Alabama,1066,348,503,219,89,147,111,85,0,13,4,10,2,5,3,5,0,13,0,13,0,13,51,67,0,13,56,65,49,40,0,13,26,31,13,20,48,43,22,24,23,26,0,13,0,13,0,13,6,10,563,250,121,91,17,31,77,80,5,10,2,4,0,13,0,13,0,13,128,97,23,32,48,60,0,13,0,13,18,30,31,41,0,13,54,44,0,13,0,13,0,13,4,8,29,39,6,11
1500000US010890030002,Block Group 2; Census Tract 30; Madison County; Alabama,1898,739,831,315,75,123,21,35,32,44,59,75,115,151,16,25,0,13,8,18,28,31,17,25,22,33,95,96,82,86,0,13,53,43,40,42,0,13,0,13,47,36,37,26,10,16,13,16,61,34,1067,477,104,138,91,74,70,76,19,31,49,59,0,13,75,115,85,119,16,22,25,32,119,88,56,73,41,55,80,69,41,42,15,25,64,53,0,13,37,56,25,24,22,33,14,22,19,33
1500000US010890031001,Block Group 1; Census Tract 31; Madison County; Alabama,3188,330,2405,278,38,52,34,36,21,22,57,48,26,32,17,25,97,55,195,76,294,88,407,104,309,103,245,92,151,79,190,74,107,79,17,27,39,27,39,29,11,21,58,45,53,36,0,13,0,13,783,158,0,13,39,34,6,10,0,13,0,13,0,13,0,13,23,22,83,55,71,52,100,65,87,50,65,49,84,56,27,27,16,19,27,20,14,15,18,19,88,61,13,14,9,13,13,14
1500000US010890031002,Block Group 2; Census Tract 31; Madison County; Alabama,603,178,324,133,8,13,0,13,0,13,0,13,4,8,0,13,1,3,13,20,32,39,12,16,3,5,5,8,30,32,24,27,8,13,16,20,74,70,16,25,15,22,0,13,57,92,6,11,0,13,279,96,8,13,0,13,16,23,25,29,12,18,0,13,0,13,4,6,12,16,34,25,31,45,0,13,15,23,6,10,32,26,0,13,13,15,36,32,0,13,16,17,7,10,12,19,0,13
1500000US010890031003,Block Group 3; Census Tract 31; Madison County; Alabama,1020,167,493,119,0,13,7,11,6,11,6,10,0,13,0,13,0,13,67,41,108,84,44,69,25,25,39,28,21,33,7,12,39,47,27,21,9,13,28,41,0,13,26,24,7,26,14,15,13,15,527,96,6,9,11,13,0,13,0,13,0,13,0,13,0,13,31,34,53,42,5,8,0,13,17,19,31,37,6,10,64,56,15,25,8,12,13,19,32,23,62,44,40,42,58,36,75,67
1500000US010890101011,Block Group 1; Census Tract 101.01; Madison County; Alabama,2297,504,1262,312,57,49,183,91,83,99,48,59,0,13,26,38,0,13,80,63,32,43,45,35,203,117,79,61,164,127,52,50,80,68,34,43,35,39,0,13,39,44,22,33,0,13,0,13,0,13,1035,226,32,43,0,13,111,84,53,60,42,40,0,13,0,13,35,44,44,39,73,77,47,47,45,45,102,111,77,70,139,88,45,72,46,71,45,44,10,17,24,36,0,13,65,64,0,13
1500000US010890101012,Block Group 2; Census Tract 101.01; Madison County; Alabama,1310,468,749,330,50,64,59,84,0,13,0,13,13,21,0,13,0,13,37,61,17,27,36,58,100,87,47,73,0,13,15,25,240,263,45,71,49,56,0,13,0,13,20,34,21,35,0,13,0,13,561,214,11,20,49,62,52,73,0,13,0,13,0,13,0,13,0,13,41,68,25,28,37,50,12,20,88,95,55,62,67,55,0,13,37,45,0,13,0,13,87,90,0,13,0,13,0,13
1500000US010890101013,Block Group 3; Census Tract 101.01; Madison County; Alabama,1559,621,679,190,27,39,25,30,18,32,0,13,0,13,0,13,0,13,25,40,57,63,53,80,0,13,35,44,0,13,39,48,30,37,48,39,49,76,0,13,0,13,78,82,195,134,0,13,0,13,880,511,0,13,103,136,209,247,13,21,0,13,0,13,0,13,20,30,12,19,51,68,99,132,22,26,36,45,40,44,103,127,74,89,0,13,16,27,19,32,15,26,48,53,0,13,0,13
1500000US010890101021,Block Group 1; Census Tract 101.02; Madison County; Alabama,2513,641,1357,367,51,49,63,65,103,80,127,94,37,45,0,13,0,13,119,85,127,182,14,22,52,58,77,70,129,88,67,74,104,125,31,50,65,53,66,77,34,55,51,57,31,38,9,15,0,13,1156,327,89,99,37,45,47,50,61,70,0,13,0,13,0,13,56,61,76,114,55,56,71,65,151,105,90,77,98,81,81,96,0,13,0,13,21,34,0,13,108,90,91,81,17,28,7,21
1500000US010890101022,Block Group 2; Census Tract 101.02; Madison County; Alabama,3685,922,1271,335,113,116,79,73,93,101,49,76,0,13,32,41,0,13,20,33,121,114,205,104,65,62,50,52,146,153,77,70,90,66,19,30,35,54,29,47,0,13,32,50,16,24,0,13,0,13,2414,736,127,88,309,302,363,198,83,90,76,110,0,13,0,13,23,38,40,48,247,128,166,166,227,167,94,83,79,75,65,66,131,179,90,80,52,62,73,83,90,79,0,13,47,53,32,51
1500000US010890102001,Block Group 1; Census Tract 102; Madison County; Alabama,2432,860,1203,446,83,80,68,60,67,53,21,33,19,24,0,13,37,44,0,13,29,49,26,24,21,28,111,105,44,49,46,44,101,107,21,33,84,65,26,30,293,380,67,55,15,24,13,23,11,19,1229,441,50,66,17,30,101,93,18,28,0,13,21,42,0,13,41,49,69,65,17,27,72,89,62,53,45,44,50,55,387,358,12,23,22,35,57,45,114,62,22,27,27,31,0,13,25,31
1500000US010890102002,Block Group 2; Census Tract 102; Madison County; Alabama,2313,468,1234,270,147,141,57,50,52,54,13,20,11,16,0,13,40,46,11,16,89,66,181,106,77,82,73,52,68,59,78,90,73,57,46,49,43,50,20,25,101,65,35,39,0,13,19,30,0,13,1079,248,89,75,109,122,0,13,20,30,6,10,0,13,0,13,0,13,202,123,147,77,24,30,64,50,0,13,83,96,138,80,32,37,0,13,48,44,40,46,58,48,19,31,0,13,0,13
1500000US010890102003,Block Group 3; Census Tract 102; Madison County; Alabama,1399,434,675,284,137,147,46,38,19,26,4,7,17,31,0,13,0,13,46,55,31,43,39,51,52,77,58,68,17,28,59,57,39,51,73,106,23,38,15,25,0,13,0,13,0,13,0,13,0,13,724,192,48,71,46,66,20,26,29,45,11,21,0,13,0,13,0,13,77,59,12,21,87,87,64,55,38,38,47,46,126,119,18,27,41,55,0,13,0,13,10,18,0,13,0,13,50,79
1500000US010890103021,Block Group 1; Census Tract 103.02; Madison County; Alabama,2565,869,1512,686,11,18,0,13,245,207,275,292,58,62,23,36,20,23,0,13,55,42,42,45,129,80,162,167,29,34,131,75,44,66,33,33,3,5,24,32,28,33,147,134,9,11,17,21,27,23,1053,266,20,32,84,72,36,42,38,37,10,17,0,13,19,29,22,27,89,64,48,53,26,36,113,83,148,160,46,43,13,19,61,67,17,26,5,10,45,36,158,202,16,15,22,21,17,20
1500000US010890103022,Block Group 2; Census Tract 103.02; Madison County; Alabama,2375,558,1012,260,11,17,8,13,50,49,15,22,57,50,10,16,0,13,89,78,112,87,95,64,63,62,56,74,36,39,48,37,160,79,0,13,54,42,66,53,49,40,22,20,6,12,0,13,5,9,1363,376,151,138,109,109,101,71,47,47,64,74,0,13,9,17,29,31,73,52,185,142,5,22,79,77,87,64,175,86,62,44,26,24,71,44,0,13,36,32,48,46,6,10,0,13,0,13
1500000US010890103031,Block Group 1; Census Tract 103.03; Madison County; Alabama,2181,645,1010,295,48,64,167,134,96,102,0,13,84,111,0,13,14,22,29,35,0,13,84,68,38,53,120,108,60,57,36,30,65,64,38,55,16,20,14,23,51,64,37,46,0,13,13,21,0,13,1171,460,175,236,87,99,100,87,0,13,135,146,95,132,0,13,9,15,10,17,54,63,105,83,20,34,150,131,64,69,14,16,8,13,88,83,9,14,0,13,32,42,8,13,8,13,0,13
1500000US010890103032,Block Group 2; Census Tract 103.03; Madison County; Alabama,1816,694,915,413,9,16,33,55,0,13,0,13,16,31,0,13,0,13,9,15,79,77,93,71,73,74,37,36,44,43,98,63,304,377,12,18,10,16,9,15,26,26,47,43,8,12,8,14,0,13,901,313,61,77,56,50,0,13,25,41,0,13,0,13,0,13,46,47,41,38,90,59,59,71,48,45,11,18,73,51,47,47,199,260,25,24,8,14,34,43,37,40,28,23,5,10,8,13
1500000US010890103041,Block Group 1; Census Tract 103.04; Madison County; Alabama,825,391,456,307,47,81,75,94,38,62,0,13,0,13,0,13,0,13,0,13,20,33,61,86,0,13,37,61,0,13,0,13,26,25,25,40,29,36,25,39,18,29,21,31,0,13,20,31,14,23,369,141,54,64,0,13,0,13,0,13,0,13,14,24,0,13,0,13,33,41,73,76,0,13,33,56,0,13,8,13,43,47,12,20,37,46,0,13,21,32,0,13,8,14,20,31,13,23
1500000US010890103042,Block Group 2; Census Tract 103.04; Madison County; Alabama,862,319,434,182,0,13,12,24,58,63,25,40,8,16,20,33,0,13,0,13,0,13,0,13,13,26,73,62,50,56,18,28,0,13,34,55,44,51,0,13,20,32,29,46,30,36,0,13,0,13,428,157,0,13,0,13,11,22,23,40,14,23,0,13,0,13,0,13,0,13,0,13,22,44,39,47,71,66,73,65,50,58,0,13,0,13,64,60,0,13,53,60,8,12,0,13,0,13
1500000US010890103043,Block Group 3; Census Tract 103.04; Madison County; Alabama,1692,690,796,309,138,144,37,65,23,38,0,13,0,13,15,26,17,27,41,64,126,132,46,55,37,65,25,31,21,31,21,33,22,36,23,37,95,70,0,13,16,26,35,42,0,13,37,42,21,33,896,398,130,120,33,58,113,120,23,37,0,13,0,13,0,13,65,79,115,129,32,56,13,22,53,52,23,37,0,13,98,84,39,45,33,39,0,13,0,13,23,37,0,13,60,53,43,49
1500000US010890103044,Block Group 4; Census Tract 103.04; Madison County; Alabama,1560,572,820,382,232,258,0,13,47,60,40,63,0,13,16,27,11,20,20,31,24,39,43,67,71,79,121,142,0,13,0,13,75,62,55,65,32,40,0,13,0,13,0,13,16,27,17,31,0,13,740,234,46,76,0,13,70,70,0,13,0,13,0,13,0,13,21,34,58,66,75,70,153,128,49,61,31,51,18,31,54,63,23,35,62,43,0,13,22,35,19,31,0,13,0,13,39,17
1500000US010890104031,Block Group 1; Census Tract 104.03; Madison County; Alabama,1297,427,550,300,0,13,60,55,56,59,31,41,34,49,0,13,0,13,11,17,0,13,30,36,0,13,11,21,72,75,88,80,41,37,0,13,0,13,13,20,0,13,23,29,0,13,80,74,0,13,747,237,12,19,49,62,17,29,0,13,0,13,0,13,0,13,17,28,35,40,10,19,11,17,93,74,38,55,108,64,21,25,0,13,194,209,50,78,14,23,0,13,67,72,11,21,0,13
1500000US010890104032,Block Group 2; Census Tract 104.03; Madison County; Alabama,1374,316,573,159,13,22,14,24,15,24,93,76,26,34,0,13,0,13,12,19,14,25,27,32,12,20,25,31,96,54,69,80,121,88,14,24,11,18,11,18,0,13,0,13,0,13,0,13,0,13,801,195,23,27,49,41,52,57,56,51,11,19,0,13,0,13,37,44,26,30,46,42,45,42,88,66,142,111,54,46,42,37,63,68,56,71,0,13,0,13,0,13,0,13,0,13,11,17
1500000US010890104041,Block Group 1; Census Tract 104.04; Madison County; Alabama,1915,675,1077,413,76,105,0,13,236,220,6,14,0,13,0,13,0,13,0,13,184,147,55,63,16,27,55,59,31,44,104,116,80,68,14,23,28,41,49,72,103,94,7,11,22,19,11,15,0,13,838,304,44,59,0,13,19,30,76,82,0,13,0,13,0,13,78,98,53,71,38,46,50,58,36,40,62,82,105,94,57,56,0,13,21,38,29,46,101,94,28,32,21,18,16,19,4,8
1500000US010890104042,Block Group 2; Census Tract 104.04; Madison County; Alabama,1004,390,430,151,27,39,0,13,0,13,15,28,14,25,0,13,0,13,47,33,19,30,9,17,12,19,0,13,37,51,13,24,106,80,41,39,0,13,0,13,9,14,62,48,0,13,19,28,0,13,574,278,0,13,12,19,37,63,0,13,11,18,0,13,0,13,17,26,0,13,14,22,58,98,35,53,82,55,30,34,56,66,61,75,0,13,0,13,43,67,95,77,9,14,14,22,0,13
1500000US010890104051,Block Group 1; Census Tract 104.05; Madison County; Alabama,1766,573,692,331,0,13,36,70,9,15,0,13,109,124,8,13,0,13,0,13,0,13,28,35,45,50,42,50,0,13,47,81,71,50,72,98,108,165,0,13,31,37,60,48,10,12,16,18,0,13,1074,314,70,96,168,173,45,48,14,19,0,13,37,60,0,13,0,13,31,40,16,25,33,44,24,41,52,78,122,109,43,45,0,13,63,72,84,99,128,186,70,76,21,31,21,25,32,40
1500000US010890104052,Block Group 2; Census Tract 104.05; Madison County; Alabama,2058,679,1127,416,46,61,68,81,115,167,0,13,0,13,172,151,0,13,8,15,37,42,9,14,134,94,45,52,156,186,78,75,102,82,12,16,17,30,0,13,26,24,97,79,0,13,0,13,5,9,931,299,49,80,49,40,18,30,49,55,0,13,0,13,0,13,35,53,0,13,44,47,114,105,10,16,179,139,97,79,107,114,30,50,30,36,16,28,15,16,23,24,52,47,0,13,14,22
1500000US010890104061,Block Group 1; Census Tract 104.06; Madison County; Alabama,1064,372,482,184,9,15,10,15,25,35,6,18,4,11,0,13,0,13,12,20,0,13,22,20,6,16,0,13,84,70,112,145,106,68,18,26,31,30,0,13,6,16,0,13,0,13,14,21,17,27,582,213,0,13,32,44,6,15,0,13,21,33,0,13,0,13,0,13,50,54,32,32,28,38,146,155,37,46,40,42,34,41,18,20,11,21,0,13,36,44,5,16,16,20,70,68,0,13
1500000US010890104062,Block Group 2; Census Tract 104.06; Madison County; Alabama,1957,653,883,306,84,85,39,58,35,40,51,55,41,44,0,13,0,13,36,43,207,179,0,13,57,58,46,57,25,33,70,60,30,38,39,43,0,13,24,29,28,32,34,33,37,38,0,13,0,13,1074,400,147,168,144,144,0,13,6,20,21,25,13,22,0,13,0,13,113,130,202,156,33,39,20,31,31,34,31,36,33,38,129,89,31,33,0,13,11,20,50,45,9,15,50,43,0,13
1500000US010890105021,Block Group 1; Census Tract 105.02; Madison County; Alabama,3677,1621,1629,754,99,60,57,45,77,41,56,63,58,68,13,18,22,27,62,49,307,297,112,92,107,125,37,42,271,291,61,45,41,31,50,60,41,48,0,13,0,13,110,153,34,36,14,20,0,13,2048,891,143,86,157,74,83,80,79,62,58,68,0,13,26,31,34,35,380,341,54,59,136,54,82,58,322,277,136,82,45,34,25,23,0,13,0,13,16,23,239,271,10,17,23,24,0,13
1500000US010890105022,Block Group 2; Census Tract 105.02; Madison County; Alabama,1301,250,665,155,35,46,23,25,27,27,10,19,19,20,0,13,29,41,0,13,30,28,13,13,48,36,13,21,43,27,89,57,114,69,84,87,19,21,10,16,0,13,13,20,24,25,9,16,13,20,636,120,10,15,29,27,26,23,17,23,27,42,9,14,0,13,0,13,12,18,38,37,20,23,31,30,73,47,21,24,125,66,50,44,53,43,3,5,15,25,41,36,36,30,0,13,0,13
1500000US010890105031,Block Group 1; Census Tract 105.03; Madison County; Alabama,1321,523,593,280,66,75,0,13,94,105,14,23,0,13,0,13,0,13,0,13,0,13,84,83,49,63,0,13,31,48,78,108,94,88,18,30,0,13,0,13,32,42,15,25,18,30,0,13,0,13,728,322,37,58,0,13,30,46,0,13,27,59,62,102,28,60,0,13,41,63,60,64,54,66,133,124,42,52,95,100,18,30,13,20,0,13,0,13,60,58,0,13,18,30,0,13,10,26
1500000US010890105032,Block Group 2; Census Tract 105.03; Madison County; Alabama,1594,673,769,304,73,77,0,13,134,120,0,13,0,13,0,13,0,13,27,48,30,47,52,63,21,36,42,61,126,136,0,13,18,31,20,34,30,52,0,13,155,161,0,13,16,27,25,38,0,13,825,420,81,85,0,13,66,68,0,13,36,67,129,209,0,13,0,13,51,61,25,42,37,51,42,55,30,50,82,129,37,36,33,59,0,13,28,48,90,136,0,13,42,47,0,13,16,27
1500000US010890105033,Block Group 3; Census Tract 105.03; Madison County; Alabama,1122,482,567,295,142,147,44,55,0,13,0,13,32,53,0,13,8,17,0,13,21,35,76,71,0,13,48,57,57,85,0,13,52,63,19,34,29,49,0,13,0,13,39,67,0,13,0,13,0,13,555,235,0,13,46,54,47,44,0,13,20,32,0,13,48,67,18,25,21,35,60,37,0,13,25,41,78,94,0,13,36,62,19,34,0,13,0,13,0,13,84,112,0,13,0,13,53,88
