GEO_ID,NAME,Bus,Bus_MOE,Bicycle,Bicycle_MOE,Walked,Walked_MOE,Work from home,Work from home_MOE
1500000US010890002031,Block Group 1; Census Tract 2.03; Madison County; Alabama,0,13,0,13,0,13,14,21
1500000US010890002032,Block Group 2; Census Tract 2.03; Madison County; Alabama,0,13,0,13,339,191,78,94
1500000US010890002033,Block Group 3; Census Tract 2.03; Madison County; Alabama,15,24,0,13,0,13,14,19
1500000US010890003011,Block Group 1; Census Tract 3.01; Madison County; Alabama,0,13,0,13,0,13,13,21
1500000US010890003012,Block Group 2; Census Tract 3.01; Madison County; Alabama,15,23,0,13,0,13,89,70
1500000US010890003013,Block Group 3; Census Tract 3.01; Madison County; Alabama,25,41,0,13,14,22,0,13
1500000US010890003021,Block Group 1; Census Tract 3.02; Madison County; Alabama,0,13,0,13,0,13,33,58
1500000US010890003022,Block Group 2; Census Tract 3.02; Madison County; Alabama,0,13,0,13,0,13,25,34
1500000US010890004031,Block Group 1; Census Tract 4.03; Madison County; Alabama,0,13,0,13,0,13,124,109
1500000US010890004032,Block Group 2; Census Tract 4.03; Madison County; Alabama,0,13,0,13,12,22,18,30
1500000US010890004033,Block Group 3; Census Tract 4.03; Madison County; Alabama,0,13,0,13,0,13,52,47
1500000US010890005011,Block Group 1; Census Tract 5.01; Madison County; Alabama,0,13,0,13,9,14,23,22
1500000US010890005012,Block Group 2; Census Tract 5.01; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890005021,Block Group 1; Census Tract 5.02; Madison County; Alabama,0,13,0,13,0,13,23,23
1500000US010890005022,Block Group 2; Census Tract 5.02; Madison County; Alabama,0,13,0,13,8,11,1,4
1500000US010890005031,Block Group 1; Census Tract 5.03; Madison County; Alabama,0,13,0,13,0,13,32,23
1500000US010890005032,Block Group 2; Census Tract 5.03; Madison County; Alabama,0,13,0,13,17,25,25,25
1500000US010890006011,Block Group 1; Census Tract 6.01; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890006012,Block Group 2; Census Tract 6.01; Madison County; Alabama,0,13,0,13,0,13,11,18
1500000US010890006021,Block Group 1; Census Tract 6.02; Madison County; Alabama,0,13,0,13,0,13,9,12
1500000US010890006022,Block Group 2; Census Tract 6.02; Madison County; Alabama,0,13,0,13,0,13,8,12
1500000US010890007011,Block Group 1; Census Tract 7.01; Madison County; Alabama,2,4,0,13,4,8,45,51
1500000US010890007012,Block Group 2; Census Tract 7.01; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890007013,Block Group 3; Census Tract 7.01; Madison County; Alabama,10,18,0,13,0,13,58,66
1500000US010890007021,Block Group 1; Census Tract 7.02; Madison County; Alabama,9,14,0,13,0,13,74,58
1500000US010890007022,Block Group 2; Census Tract 7.02; Madison County; Alabama,0,13,0,13,0,13,11,20
1500000US010890009011,Block Group 1; Census Tract 9.01; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890009012,Block Group 2; Census Tract 9.01; Madison County; Alabama,0,13,0,13,0,13,179,110
1500000US010890009013,Block Group 3; Census Tract 9.01; Madison County; Alabama,0,13,0,13,0,13,47,52
1500000US010890009014,Block Group 4; Census Tract 9.01; Madison County; Alabama,0,13,0,13,0,13,253,165
1500000US010890009021,Block Group 1; Census Tract 9.02; Madison County; Alabama,0,13,0,13,19,29,69,45
1500000US010890009022,Block Group 2; Census Tract 9.02; Madison County; Alabama,0,13,0,13,0,13,58,46
1500000US010890010001,Block Group 1; Census Tract 10; Madison County; Alabama,46,72,0,13,0,13,236,113
1500000US010890010002,Block Group 2; Census Tract 10; Madison County; Alabama,0,13,8,12,0,13,100,75
1500000US010890012001,Block Group 1; Census Tract 12; Madison County; Alabama,0,13,0,13,0,13,31,40
1500000US010890012002,Block Group 2; Census Tract 12; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890012003,Block Group 3; Census Tract 12; Madison County; Alabama,14,23,0,13,14,31,0,13
1500000US010890013011,Block Group 1; Census Tract 13.01; Madison County; Alabama,0,13,0,13,0,13,57,47
1500000US010890013012,Block Group 2; Census Tract 13.01; Madison County; Alabama,0,13,0,13,23,31,39,40
1500000US010890013013,Block Group 3; Census Tract 13.01; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890013021,Block Group 1; Census Tract 13.02; Madison County; Alabama,0,13,0,13,0,13,69,106
1500000US010890014011,Block Group 1; Census Tract 14.01; Madison County; Alabama,0,13,0,13,0,13,293,93
1500000US010890014031,Block Group 1; Census Tract 14.03; Madison County; Alabama,0,13,0,13,0,13,67,62
1500000US010890014032,Block Group 2; Census Tract 14.03; Madison County; Alabama,0,13,0,13,16,27,117,91
1500000US010890014041,Block Group 1; Census Tract 14.04; Madison County; Alabama,0,13,7,12,0,13,104,128
1500000US010890014042,Block Group 2; Census Tract 14.04; Madison County; Alabama,0,13,0,13,0,13,36,46
1500000US010890014043,Block Group 3; Census Tract 14.04; Madison County; Alabama,0,13,0,13,0,13,188,162
1500000US010890015001,Block Group 1; Census Tract 15; Madison County; Alabama,0,13,0,13,0,13,46,56
1500000US010890015002,Block Group 2; Census Tract 15; Madison County; Alabama,0,13,0,13,98,77,41,46
1500000US010890015003,Block Group 3; Census Tract 15; Madison County; Alabama,0,13,0,13,123,120,159,135
1500000US010890015004,Block Group 4; Census Tract 15; Madison County; Alabama,0,13,0,13,0,13,61,74
1500000US010890017001,Block Group 1; Census Tract 17; Madison County; Alabama,0,13,0,13,22,32,91,59
1500000US010890017002,Block Group 2; Census Tract 17; Madison County; Alabama,0,13,0,13,4,6,125,77
1500000US010890018011,Block Group 1; Census Tract 18.01; Madison County; Alabama,0,13,0,13,0,13,125,71
1500000US010890018012,Block Group 2; Census Tract 18.01; Madison County; Alabama,0,13,0,13,0,13,58,42
1500000US010890018013,Block Group 3; Census Tract 18.01; Madison County; Alabama,0,13,0,13,0,13,98,85
1500000US010890019011,Block Group 1; Census Tract 19.01; Madison County; Alabama,0,13,0,13,1,4,102,80
1500000US010890019012,Block Group 2; Census Tract 19.01; Madison County; Alabama,0,13,13,19,0,13,171,101
1500000US010890019013,Block Group 3; Census Tract 19.01; Madison County; Alabama,0,13,0,13,0,13,104,67
1500000US010890019021,Block Group 1; Census Tract 19.02; Madison County; Alabama,0,13,0,13,4,7,139,65
1500000US010890019031,Block Group 1; Census Tract 19.03; Madison County; Alabama,0,13,0,13,8,11,159,69
1500000US010890020001,Block Group 1; Census Tract 20; Madison County; Alabama,0,13,0,13,0,13,61,60
1500000US010890020002,Block Group 2; Census Tract 20; Madison County; Alabama,0,13,0,13,7,11,191,77
1500000US010890021001,Block Group 1; Census Tract 21; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890021002,Block Group 2; Census Tract 21; Madison County; Alabama,0,13,0,13,0,13,26,29
1500000US010890021003,Block Group 3; Census Tract 21; Madison County; Alabama,0,13,0,13,30,46,0,13
1500000US010890022001,Block Group 1; Census Tract 22; Madison County; Alabama,0,13,0,13,16,27,50,45
1500000US010890022002,Block Group 2; Census Tract 22; Madison County; Alabama,0,13,0,13,5,8,13,18
1500000US010890023001,Block Group 1; Census Tract 23; Madison County; Alabama,0,13,0,13,0,13,105,106
1500000US010890023002,Block Group 2; Census Tract 23; Madison County; Alabama,0,13,0,13,0,13,18,29
1500000US010890023003,Block Group 3; Census Tract 23; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890023004,Block Group 4; Census Tract 23; Madison County; Alabama,15,24,0,13,14,23,32,37
1500000US010890024001,Block Group 1; Census Tract 24; Madison County; Alabama,0,13,0,13,1,4,0,13
1500000US010890024002,Block Group 2; Census Tract 24; Madison County; Alabama,0,13,0,13,0,13,84,100
1500000US010890024003,Block Group 3; Census Tract 24; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890024004,Block Group 4; Census Tract 24; Madison County; Alabama,0,13,0,13,0,13,66,89
1500000US010890025011,Block Group 1; Census Tract 25.01; Madison County; Alabama,15,24,0,13,0,13,19,28
1500000US010890025012,Block Group 2; Census Tract 25.01; Madison County; Alabama,0,13,0,13,0,13,17,26
1500000US010890025013,Block Group 3; Census Tract 25.01; Madison County; Alabama,0,13,0,13,17,27,0,13
1500000US010890025021,Block Group 1; Census Tract 25.02; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890025022,Block Group 2; Census Tract 25.02; Madison County; Alabama,0,13,0,13,0,13,303,381
1500000US010890025023,Block Group 3; Census Tract 25.02; Madison County; Alabama,20,41,0,13,0,13,7,21
1500000US010890026001,Block Group 1; Census Tract 26; Madison County; Alabama,0,13,0,13,15,23,51,73
1500000US010890026002,Block Group 2; Census Tract 26; Madison County; Alabama,0,13,16,26,0,13,82,67
1500000US010890026003,Block Group 3; Census Tract 26; Madison County; Alabama,37,58,0,13,0,13,109,64
1500000US010890027011,Block Group 1; Census Tract 27.01; Madison County; Alabama,0,13,0,13,0,13,92,85
1500000US010890027012,Block Group 2; Census Tract 27.01; Madison County; Alabama,0,13,0,13,12,21,320,341
1500000US010890027211,Block Group 1; Census Tract 27.21; Madison County; Alabama,0,13,0,13,0,13,72,52
1500000US010890027212,Block Group 2; Census Tract 27.21; Madison County; Alabama,0,13,0,13,0,13,112,70
1500000US010890027221,Block Group 1; Census Tract 27.22; Madison County; Alabama,0,13,0,13,10,15,57,55
1500000US010890027222,Block Group 2; Census Tract 27.22; Madison County; Alabama,0,13,0,13,10,16,143,86
1500000US010890028011,Block Group 1; Census Tract 28.01; Madison County; Alabama,0,13,0,13,0,13,92,78
1500000US010890028012,Block Group 2; Census Tract 28.01; Madison County; Alabama,0,13,0,13,0,13,67,49
1500000US010890028013,Block Group 3; Census Tract 28.01; Madison County; Alabama,0,13,0,13,0,13,54,56
1500000US010890028031,Block Group 1; Census Tract 28.03; Madison County; Alabama,0,13,0,13,0,13,116,88
1500000US010890028032,Block Group 2; Census Tract 28.03; Madison County; Alabama,0,13,0,13,0,13,314,130
1500000US010890028041,Block Group 1; Census Tract 28.04; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890028042,Block Group 2; Census Tract 28.04; Madison County; Alabama,0,13,0,13,0,13,120,97
1500000US010890029111,Block Group 1; Census Tract 29.11; Madison County; Alabama,0,13,0,13,16,30,171,79
1500000US010890029112,Block Group 2; Census Tract 29.11; Madison County; Alabama,0,13,0,13,0,13,41,33
1500000US010890029113,Block Group 3; Census Tract 29.11; Madison County; Alabama,0,13,0,13,0,13,139,88
1500000US010890029121,Block Group 1; Census Tract 29.12; Madison County; Alabama,0,13,0,13,0,13,205,169
1500000US010890029122,Block Group 2; Census Tract 29.12; Madison County; Alabama,0,13,0,13,0,13,47,22
1500000US010890029221,Block Group 1; Census Tract 29.22; Madison County; Alabama,0,13,0,13,0,13,132,71
1500000US010890029222,Block Group 2; Census Tract 29.22; Madison County; Alabama,0,13,0,13,0,13,197,85
1500000US010890029223,Block Group 3; Census Tract 29.22; Madison County; Alabama,0,13,0,13,11,18,79,46
1500000US010890029231,Block Group 1; Census Tract 29.23; Madison County; Alabama,0,13,0,13,0,13,39,37
1500000US010890029232,Block Group 2; Census Tract 29.23; Madison County; Alabama,0,13,0,13,0,13,39,44
1500000US010890029233,Block Group 3; Census Tract 29.23; Madison County; Alabama,14,22,0,13,0,13,92,90
1500000US010890029241,Block Group 1; Census Tract 29.24; Madison County; Alabama,0,13,0,13,0,13,107,81
1500000US010890029242,Block Group 2; Census Tract 29.24; Madison County; Alabama,0,13,0,13,0,13,328,228
1500000US010890030001,Block Group 1; Census Tract 30; Madison County; Alabama,0,13,0,13,0,13,26,38
1500000US010890030002,Block Group 2; Census Tract 30; Madison County; Alabama,0,13,9,15,16,25,15,20
1500000US010890031001,Block Group 1; Census Tract 31; Madison County; Alabama,8,12,0,13,16,23,121,76
1500000US010890031002,Block Group 2; Census Tract 31; Madison County; Alabama,0,13,0,13,20,21,15,16
1500000US010890031003,Block Group 3; Census Tract 31; Madison County; Alabama,0,13,0,13,9,14,52,46
1500000US010890101011,Block Group 1; Census Tract 101.01; Madison County; Alabama,0,13,0,13,10,17,137,109
1500000US010890101012,Block Group 2; Census Tract 101.01; Madison County; Alabama,0,13,0,13,0,13,176,128
1500000US010890101013,Block Group 3; Census Tract 101.01; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890101021,Block Group 1; Census Tract 101.02; Madison County; Alabama,0,13,0,13,0,13,182,201
1500000US010890101022,Block Group 2; Census Tract 101.02; Madison County; Alabama,0,13,0,13,0,13,148,108
1500000US010890102001,Block Group 1; Census Tract 102; Madison County; Alabama,0,13,0,13,0,13,137,95
1500000US010890102002,Block Group 2; Census Tract 102; Madison County; Alabama,0,13,0,13,0,13,31,35
1500000US010890102003,Block Group 3; Census Tract 102; Madison County; Alabama,0,13,0,13,0,13,194,197
1500000US010890103021,Block Group 1; Census Tract 103.02; Madison County; Alabama,0,13,0,13,9,15,146,166
1500000US010890103022,Block Group 2; Census Tract 103.02; Madison County; Alabama,0,13,0,13,15,17,111,66
1500000US010890103031,Block Group 1; Census Tract 103.03; Madison County; Alabama,0,13,0,13,8,13,108,124
1500000US010890103032,Block Group 2; Census Tract 103.03; Madison County; Alabama,0,13,0,13,0,13,39,37
1500000US010890103041,Block Group 1; Census Tract 103.04; Madison County; Alabama,0,13,0,13,0,13,43,49
1500000US010890103042,Block Group 2; Census Tract 103.04; Madison County; Alabama,0,13,0,13,0,13,52,62
1500000US010890103043,Block Group 3; Census Tract 103.04; Madison County; Alabama,0,13,0,13,0,13,53,69
1500000US010890103044,Block Group 4; Census Tract 103.04; Madison County; Alabama,0,13,0,13,0,13,41,63
1500000US010890104031,Block Group 1; Census Tract 104.03; Madison County; Alabama,0,13,0,13,0,13,20,32
1500000US010890104032,Block Group 2; Census Tract 104.03; Madison County; Alabama,0,13,0,13,0,13,30,30
1500000US010890104041,Block Group 1; Census Tract 104.04; Madison County; Alabama,0,13,23,39,24,47,67,54
1500000US010890104042,Block Group 2; Census Tract 104.04; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890104051,Block Group 1; Census Tract 104.05; Madison County; Alabama,0,13,0,13,0,13,24,32
1500000US010890104052,Block Group 2; Census Tract 104.05; Madison County; Alabama,0,13,0,13,0,13,104,72
1500000US010890104061,Block Group 1; Census Tract 104.06; Madison County; Alabama,0,13,0,13,0,13,188,153
1500000US010890104062,Block Group 2; Census Tract 104.06; Madison County; Alabama,0,13,0,13,0,13,207,140
1500000US010890105021,Block Group 1; Census Tract 105.02; Madison County; Alabama,0,13,0,13,0,13,223,124
1500000US010890105022,Block Group 2; Census Tract 105.02; Madison County; Alabama,0,13,0,13,0,13,160,79
1500000US010890105031,Block Group 1; Census Tract 105.03; Madison County; Alabama,0,13,0,13,0,13,86,106
1500000US010890105032,Block Group 2; Census Tract 105.03; Madison County; Alabama,0,13,0,13,0,13,90,136
1500000US010890105033,Block Group 3; Census Tract 105.03; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890105034,Block Group 4; Census Tract 105.03; Madison County; Alabama,0,13,0,13,0,13,93,94
1500000US010890105041,Block Group 1; Census Tract 105.04; Madison County; Alabama,0,13,0,13,24,41,206,179
1500000US010890105042,Block Group 2; Census Tract 105.04; Madison County; Alabama,0,13,0,13,0,13,22,35
1500000US010890105043,Block Group 3; Census Tract 105.04; Madison County; Alabama,0,13,0,13,0,13,37,62
1500000US010890105044,Block Group 4; Census Tract 105.04; Madison County; Alabama,0,13,0,13,0,13,69,83
1500000US010890105045,Block Group 5; Census Tract 105.04; Madison County; Alabama,0,13,0,13,34,60,55,91
1500000US010890106121,Block Group 1; Census Tract 106.12; Madison County; Alabama,0,13,0,13,0,13,74,63
1500000US010890106122,Block Group 2; Census Tract 106.12; Madison County; Alabama,0,13,0,13,0,13,396,120
1500000US010890106123,Block Group 3; Census Tract 106.12; Madison County; Alabama,0,13,0,13,0,13,250,187
1500000US010890106231,Block Group 1; Census Tract 106.23; Madison County; Alabama,0,13,0,13,0,13,86,96
1500000US010890106232,Block Group 2; Census Tract 106.23; Madison County; Alabama,0,13,0,13,0,13,223,160
1500000US010890106233,Block Group 3; Census Tract 106.23; Madison County; Alabama,0,13,0,13,0,13,280,125
1500000US010890106251,Block Group 1; Census Tract 106.25; Madison County; Alabama,0,13,0,13,53,106,0,13
1500000US010890106252,Block Group 2; Census Tract 106.25; Madison County; Alabama,0,13,0,13,74,86,100,115
1500000US010890106253,Block Group 3; Census Tract 106.25; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890106261,Block Group 1; Census Tract 106.26; Madison County; Alabama,0,13,0,13,97,91,19,48
1500000US010890106262,Block Group 2; Census Tract 106.26; Madison County; Alabama,0,13,0,13,0,13,113,102
1500000US010890106263,Block Group 3; Census Tract 106.26; Madison County; Alabama,0,13,0,13,0,13,152,138
1500000US010890106271,Block Group 1; Census Tract 106.27; Madison County; Alabama,0,13,0,13,0,13,374,307
1500000US010890106272,Block Group 2; Census Tract 106.27; Madison County; Alabama,0,13,0,13,0,13,203,133
1500000US010890106273,Block Group 3; Census Tract 106.27; Madison County; Alabama,20,33,0,13,0,13,241,223
1500000US010890106281,Block Group 1; Census Tract 106.28; Madison County; Alabama,0,13,0,13,0,13,251,220
1500000US010890106282,Block Group 2; Census Tract 106.28; Madison County; Alabama,0,13,0,13,0,13,298,152
1500000US010890106291,Block Group 1; Census Tract 106.29; Madison County; Alabama,0,13,0,13,0,13,170,98
1500000US010890106292,Block Group 2; Census Tract 106.29; Madison County; Alabama,0,13,0,13,0,13,108,102
1500000US010890106301,Block Group 1; Census Tract 106.30; Madison County; Alabama,0,13,0,13,0,13,83,56
1500000US010890106302,Block Group 2; Census Tract 106.30; Madison County; Alabama,0,13,0,13,55,64,120,62
1500000US010890106311,Block Group 1; Census Tract 106.31; Madison County; Alabama,0,13,0,13,0,13,297,154
1500000US010890106312,Block Group 2; Census Tract 106.31; Madison County; Alabama,0,13,0,13,0,13,257,115
1500000US010890107031,Block Group 1; Census Tract 107.03; Madison County; Alabama,0,13,0,13,23,39,158,87
1500000US010890107032,Block Group 2; Census Tract 107.03; Madison County; Alabama,0,13,0,13,0,13,297,139
1500000US010890107041,Block Group 1; Census Tract 107.04; Madison County; Alabama,0,13,0,13,0,13,247,162
1500000US010890107042,Block Group 2; Census Tract 107.04; Madison County; Alabama,0,13,0,13,0,13,248,159
1500000US010890107043,Block Group 3; Census Tract 107.04; Madison County; Alabama,0,13,0,13,0,13,107,89
1500000US010890107051,Block Group 1; Census Tract 107.05; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890107052,Block Group 2; Census Tract 107.05; Madison County; Alabama,0,13,0,13,0,13,436,369
1500000US010890107061,Block Group 1; Census Tract 107.06; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890107062,Block Group 2; Census Tract 107.06; Madison County; Alabama,0,13,0,13,0,13,12,19
1500000US010890107063,Block Group 3; Census Tract 107.06; Madison County; Alabama,0,13,0,13,0,13,18,26
1500000US010890108011,Block Group 1; Census Tract 108.01; Madison County; Alabama,0,13,0,13,0,13,134,106
1500000US010890108012,Block Group 2; Census Tract 108.01; Madison County; Alabama,0,13,0,13,0,13,334,165
1500000US010890108013,Block Group 3; Census Tract 108.01; Madison County; Alabama,0,13,0,13,0,13,48,57
1500000US010890108021,Block Group 1; Census Tract 108.02; Madison County; Alabama,0,13,0,13,0,13,106,130
1500000US010890108022,Block Group 2; Census Tract 108.02; Madison County; Alabama,0,13,0,13,0,13,83,80
1500000US010890108023,Block Group 3; Census Tract 108.02; Madison County; Alabama,0,13,0,13,0,13,0,13
1500000US010890109021,Block Group 1; Census Tract 109.02; Madison County; Alabama,0,13,0,13,2,4,14,11
1500000US010890109022,Block Group 2; Census Tract 109.02; Madison County; Alabama,0,13,0,13,0,13,42,33
1500000US010890109023,Block Group 3; Census Tract 109.02; Madison County; Alabama,0,13,0,13,0,13,54,38
1500000US010890109031,Block Group 1; Census Tract 109.03; Madison County; Alabama,0,13,0,13,0,13,154,92
1500000US010890109032,Block Group 2; Census Tract 109.03; Madison County; Alabama,0,13,0,13,0,13,266,238
1500000US010890109033,Block Group 3; Census Tract 109.03; Madison County; Alabama,0,13,0,13,0,13,253,138
1500000US010890109041,Block Group 1; Census Tract 109.04; Madison County; Alabama,0,13,0,13,0,13,243,120
1500000US010890109042,Block Group 2; Census Tract 109.04; Madison County; Alabama,0,13,0,13,0,13,73,44
1500000US010890109051,Block Group 1; Census Tract 109.05; Madison County; Alabama,0,13,0,13,0,13,138,99
1500000US010890109052,Block Group 2; Census Tract 109.05; Madison County; Alabama,0,13,0,13,0,13,277,166
1500000US010890109053,Block Group 3; Census Tract 109.05; Madison County; Alabama,0,13,0,13,60,83,353,318
1500000US010890110121,Block Group 1; Census Tract 110.12; Madison County; Alabama,0,13,0,13,0,13,259,148
1500000US010890110122,Block Group 2; Census Tract 110.12; Madison County; Alabama,0,13,0,13,0,13,224,122
1500000US010890110123,Block Group 3; Census Tract 110.12; Madison County; Alabama,0,13,17,28,0,13,136,91
1500000US010890110131,Block Group 1; Census Tract 110.13; Madison County; Alabama,0,13,0,13,0,13,72,45
1500000US010890110132,Block Group 2; Census Tract 110.13; Madison County; Alabama,0,13,12,19,0,13,296,157
1500000US010890110133,Block Group 3; Census Tract 110.13; Madison County; Alabama,0,13,0,13,0,13,90,75
1500000US010890110211,Block Group 1; Census Tract 110.21; Madison County; Alabama,0,13,0,13,0,13,84,71
1500000US010890110212,Block Group 2; Census Tract 110.21; Madison County; Alabama,0,13,0,13,0,13,219,117
1500000US010890110213,Block Group 3; Census Tract 110.21; Madison County; Alabama,0,13,0,13,0,13,151,117
1500000US010890110231,Block Group 1; Census Tract 110.23; Madison County; Alabama,0,13,0,13,0,13,12,22
1500000US010890110232,Block Group 2; Census Tract 110.23; Madison County; Alabama,0,13,0,13,0,13,94,71
1500000US010890110233,Block Group 3; Census Tract 110.23; Madison County; Alabama,0,13,0,13,0,13,121,100
1500000US010890110241,Block Group 1; Census Tract 110.24; Madison County; Alabama,0,13,0,13,0,13,126,74
1500000US010890110242,Block Group 2; Census Tract 110.24; Madison County; Alabama,0,13,0,13,0,13,239,170
1500000US010890110251,Block Group 1; Census Tract 110.25; Madison County; Alabama,0,13,0,13,0,13,64,79
1500000US010890110252,Block Group 2; Census Tract 110.25; Madison County; Alabama,0,13,0,13,0,13,115,147
1500000US010890110253,Block Group 3; Census Tract 110.25; Madison County; Alabama,0,13,0,13,0,13,130,96
1500000US010890110254,Block Group 4; Census Tract 110.25; Madison County; Alabama,0,13,0,13,0,13,411,134
1500000US010890110261,Block Group 1; Census Tract 110.26; Madison County; Alabama,0,13,0,13,0,13,110,64
1500000US010890110262,Block Group 2; Census Tract 110.26; Madison County; Alabama,0,13,0,13,0,13,281,182
1500000US010890110271,Block Group 1; Census Tract 110.27; Madison County; Alabama,0,13,0,13,0,13,295,146
1500000US010890110272,Block Group 2; Census Tract 110.27; Madison County; Alabama,0,13,0,13,0,13,118,55
1500000US010890110281,Block Group 1; Census Tract 110.28; Madison County; Alabama,0,13,0,13,0,13,94,61
1500000US010890110282,Block Group 2; Census Tract 110.28; Madison County; Alabama,0,13,0,13,0,13,38,45
1500000US010890110283,Block Group 3; Census Tract 110.28; Madison County; Alabama,0,13,0,13,35,40,243,152
1500000US010890111001,Block Group 1; Census Tract 111; Madison County; Alabama,8,12,0,13,50,48,27,31
1500000US010890111002,Block Group 2; Census Tract 111; Madison County; Alabama,0,13,0,13,0,13,59,34
1500000US010890112011,Block Group 1; Census Tract 112.01; Madison County; Alabama,0,13,0,13,0,13,137,132
1500000US010890112012,Block Group 2; Census Tract 112.01; Madison County; Alabama,0,13,0,13,0,13,295,200
1500000US010890112021,Block Group 1; Census Tract 112.02; Madison County; Alabama,0,13,0,13,0,13,250,163
1500000US010890112022,Block Group 2; Census Tract 112.02; Madison County; Alabama,0,13,0,13,65,65,162,163
1500000US010890112023,Block Group 3; Census Tract 112.02; Madison County; Alabama,0,13,0,13,26,42,68,68
1500000US010890112031,Block Group 1; Census Tract 112.03; Madison County; Alabama,0,13,0,13,0,13,50,57
1500000US010890112032,Block Group 2; Census Tract 112.03; Madison County; Alabama,0,13,0,13,0,13,277,137
1500000US010890112033,Block Group 3; Census Tract 112.03; Madison County; Alabama,0,13,0,13,0,13,107,79
1500000US010890113011,Block Group 1; Census Tract 113.01; Madison County; Alabama,0,13,0,13,0,13,97,47
1500000US010890113012,Block Group 2; Census Tract 113.01; Madison County; Alabama,0,13,0,13,0,13,115,62
1500000US010890113021,Block Group 1; Census Tract 113.02; Madison County; Alabama,0,13,0,13,17,26,216,136
1500000US010890113022,Block Group 2; Census Tract 113.02; Madison County; Alabama,0,13,0,13,0,13,88,87
1500000US010890113023,Block Group 3; Census Tract 113.02; Madison County; Alabama,0,13,0,13,18,30,182,109
1500000US010890114001,Block Group 1; Census Tract 114; Madison County; Alabama,0,13,0,13,0,13,21,25
1500000US010890114002,Block Group 2; Census Tract 114; Madison County; Alabama,0,13,0,13,0,13,42,46
1500000US010890114003,Block Group 3; Census Tract 114; Madison County; Alabama,0,13,0,13,1,3,32,38
1500000US010890114004,Block Group 4; Census Tract 114; Madison County; Alabama,0,13,0,13,4,7,22,17
